game_id,sport,season,season_type,date,as_of_date,away_team_id,home_team_id,status,away_common_opponents,home_common_opponents,away_games_played,home_games_played,away_head_to_head,home_head_to_head,home_advantage,away_last10_form,home_last10_form,away_season_scoring,home_season_scoring,away_travel_km,home_travel_km,away_last10_form_wins,away_last10_form_losses,away_last10_form_otl,away_last10_form_l10_pct,away_season_scoring_spg,away_season_scoring_sapg,away_season_scoring_gp,home_last10_form_wins,home_last10_form_losses,home_last10_form_otl,home_last10_form_l10_pct,home_season_scoring_spg,home_season_scoring_sapg,home_season_scoring_gp,away_common_opponents_opponents,away_common_opponents_games,away_common_opponents_wrf,away_common_opponents_wra,home_common_opponents_opponents,home_common_opponents_games,home_common_opponents_wrf,home_common_opponents_wra,away_head_to_head_games,away_head_to_head_avg_scored,away_head_to_head_avg_allowed,home_head_to_head_games,home_head_to_head_avg_scored,home_head_to_head_avg_allowed,final_away,final_home,actual_total,actual_margin,winner,feature_versions
2025010101,NHL,20252026,preseason,2025-09-20,2025-09-20,nhl-stl,nhl-dal,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,nhl-dal,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010001,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-ana,nhl-lak,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,nhl-lak,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010002,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-cgy,nhl-edm,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,-1,nhl-cgy,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010003,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-edm,nhl-cgy,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,-3,nhl-edm,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010004,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-fla,nhl-nsh,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,nhl-nsh,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010005,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-fla,nhl-nsh,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,8,2,nhl-nsh,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010006,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-min,nhl-wpg,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,-1,nhl-min,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010007,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-nyr,nhl-njd,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,8,-2,nhl-nyr,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010008,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-phi,nhl-nyi,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,-1,nhl-phi,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010009,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-stl,nhl-cbj,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,3,nhl-cbj,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010010,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-tor,nhl-ott,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,7,-1,nhl-tor,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010011,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-van,nhl-sea,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,8,2,nhl-sea,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010012,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-vgk,nhl-sjs,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,nhl-sjs,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010013,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-wsh,nhl-bos,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,7,-3,nhl-wsh,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010103,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-col,nhl-uta,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,6,-4,nhl-col,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010104,NHL,20252026,preseason,2025-09-21,2025-09-21,nhl-uta,nhl-col,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,1,nhl-col,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010014,NHL,20252026,preseason,2025-09-22,2025-09-22,nhl-buf,nhl-cbj,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,-4,nhl-buf,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010015,NHL,20252026,preseason,2025-09-22,2025-09-22,nhl-pit,nhl-mtl,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,nhl-mtl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010016,NHL,20252026,preseason,2025-09-22,2025-09-22,nhl-tbl,nhl-car,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,-1,nhl-tbl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010017,NHL,20252026,preseason,2025-09-22,2025-09-22,nhl-uta,nhl-ana,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,7,5,nhl-ana,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010018,NHL,20252026,preseason,2025-09-23,2025-09-23,nhl-bos,nhl-nyr,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,9,-1,nhl-bos,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010019,NHL,20252026,preseason,2025-09-23,2025-09-23,nhl-chi,nhl-det,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,1,nhl-det,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010020,NHL,20252026,preseason,2025-09-23,2025-09-23,nhl-cbj,nhl-buf,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,nhl-buf,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010021,NHL,20252026,preseason,2025-09-23,2025-09-23,nhl-min,nhl-dal,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,1,nhl-dal,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010022,NHL,20252026,preseason,2025-09-23,2025-09-23,nhl-edm,nhl-wpg,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,-1,nhl-edm,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010023,NHL,20252026,preseason,2025-09-23,2025-09-23,nhl-lak,nhl-vgk,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,-2,nhl-lak,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010024,NHL,20252026,preseason,2025-09-23,2025-09-23,nhl-nyi,nhl-njd,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,8,4,nhl-njd,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010025,NHL,20252026,preseason,2025-09-23,2025-09-23,nhl-ott,nhl-tor,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,-1,nhl-ott,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010026,NHL,20252026,preseason,2025-09-23,2025-09-23,nhl-phi,nhl-mtl,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,2,nhl-mtl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010027,NHL,20252026,preseason,2025-09-23,2025-09-23,nhl-sea,nhl-cgy,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,3,nhl-cgy,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010028,NHL,20252026,preseason,2025-09-23,2025-09-23,nhl-tbl,nhl-nsh,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,-1,nhl-tbl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010029,NHL,20252026,preseason,2025-09-24,2025-09-24,nhl-cgy,nhl-van,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,4,2,nhl-van,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010030,NHL,20252026,preseason,2025-09-24,2025-09-24,nhl-fla,nhl-car,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,-2,nhl-fla,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010031,NHL,20252026,preseason,2025-09-24,2025-09-24,nhl-lak,nhl-ana,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,-3,nhl-lak,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010032,NHL,20252026,preseason,2025-09-24,2025-09-24,nhl-pit,nhl-cbj,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,3,nhl-cbj,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010033,NHL,20252026,preseason,2025-09-24,2025-09-24,nhl-sea,nhl-edm,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,-3,nhl-sea,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010034,NHL,20252026,preseason,2025-09-25,2025-09-25,nhl-buf,nhl-det,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,7,3,nhl-det,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010035,NHL,20252026,preseason,2025-09-25,2025-09-25,nhl-nyi,nhl-nyr,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,9,-1,nhl-nyi,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010036,NHL,20252026,preseason,2025-09-25,2025-09-25,nhl-phi,nhl-wsh,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,6,4,nhl-wsh,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010037,NHL,20252026,preseason,2025-09-25,2025-09-25,nhl-tor,nhl-mtl,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,9,-5,nhl-tor,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010038,NHL,20252026,preseason,2025-09-25,2025-09-25,nhl-dal,nhl-min,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,7,-3,nhl-dal,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010039,NHL,20252026,preseason,2025-09-25,2025-09-25,nhl-uta,nhl-vgk,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,1,nhl-vgk,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010040,NHL,20252026,preseason,2025-09-26,2025-09-26,nhl-car,nhl-tbl,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,11,1,nhl-tbl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010041,NHL,20252026,preseason,2025-09-26,2025-09-26,nhl-det,nhl-pit,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,1,nhl-pit,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010042,NHL,20252026,preseason,2025-09-26,2025-09-26,nhl-njd,nhl-nyi,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,-2,nhl-njd,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010043,NHL,20252026,preseason,2025-09-26,2025-09-26,nhl-sea,nhl-van,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,2,nhl-van,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010044,NHL,20252026,preseason,2025-09-26,2025-09-26,nhl-vgk,nhl-sjs,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,-1,nhl-vgk,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010045,NHL,20252026,preseason,2025-09-26,2025-09-26,nhl-wpg,nhl-edm,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,nhl-edm,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010046,NHL,20252026,preseason,2025-09-27,2025-09-27,nhl-ana,nhl-lak,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,8,-2,nhl-ana,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010047,NHL,20252026,preseason,2025-09-27,2025-09-27,nhl-bos,nhl-phi,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,7,-1,nhl-bos,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010048,NHL,20252026,preseason,2025-09-27,2025-09-27,nhl-chi,nhl-stl,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,-2,nhl-chi,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010049,NHL,20252026,preseason,2025-09-27,2025-09-27,nhl-cgy,nhl-wpg,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,2,nhl-wpg,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010050,NHL,20252026,preseason,2025-09-27,2025-09-27,nhl-cbj,nhl-pit,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,3,nhl-pit,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010051,NHL,20252026,preseason,2025-09-27,2025-09-27,nhl-dal,nhl-col,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,3,nhl-col,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010052,NHL,20252026,preseason,2025-09-27,2025-09-27,nhl-det,nhl-buf,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,7,3,nhl-buf,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010053,NHL,20252026,preseason,2025-09-27,2025-09-27,nhl-mtl,nhl-tor,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,-2,nhl-mtl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010054,NHL,20252026,preseason,2025-09-27,2025-09-27,nhl-nsh,nhl-tbl,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,3,nhl-tbl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010055,NHL,20252026,preseason,2025-09-28,2025-09-28,nhl-nsh,nhl-car,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,6,2,nhl-car,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010056,NHL,20252026,preseason,2025-09-28,2025-09-28,nhl-njd,nhl-ott,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,nhl-ott,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010057,NHL,20252026,preseason,2025-09-28,2025-09-28,nhl-chi,nhl-min,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,-3,nhl-chi,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010058,NHL,20252026,preseason,2025-09-28,2025-09-28,nhl-van,nhl-edm,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,7,1,nhl-edm,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010059,NHL,20252026,preseason,2025-09-28,2025-09-28,nhl-wsh,nhl-njd,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,-1,nhl-wsh,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010060,NHL,20252026,preseason,2025-09-29,2025-09-29,nhl-cgy,nhl-sea,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,-1,nhl-cgy,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010061,NHL,20252026,preseason,2025-09-29,2025-09-29,nhl-car,nhl-fla,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,7,1,nhl-fla,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010062,NHL,20252026,preseason,2025-09-29,2025-09-29,nhl-nyr,nhl-nyi,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,-1,nhl-nyr,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010063,NHL,20252026,preseason,2025-09-29,2025-09-29,nhl-phi,nhl-bos,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,-1,nhl-phi,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010064,NHL,20252026,preseason,2025-09-29,2025-09-29,nhl-pit,nhl-det,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,-1,nhl-pit,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010065,NHL,20252026,preseason,2025-09-29,2025-09-29,nhl-sjs,nhl-ana,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,1,nhl-ana,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010066,NHL,20252026,preseason,2025-09-30,2025-09-30,nhl-det,nhl-chi,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4,-2,nhl-det,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
2025010067,NHL,20252026,preseason,2025-09-30,2025-09-30,nhl-fla,nhl-tbl,final,,,0,0,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,1,nhl-tbl,"{""common_opponents"": 1, ""games_played"": 1, ""head_to_head"": 1, ""home_advantage"": 1, ""last10_form"": 1, ""season_scoring"": 1, ""travel_km"": 1}"
